pid	cui	drugterm	source
16680	C0109002    	mesuximide	RXNorm
16681	C1619621    	metaclazepam	RXNorm
16682	C0047317    	metacresol	RXNorm
16683	C0025603    	metacycline	RXNorm
16684	C2353443    	metaflumizone	RXNorm
16685	C0721683    	metahydrin	RXNorm
16686	C0066082    	metamipicillin	RXNorm
16687	C1614664    	metanx	RXNorm
16688	C0733817    	metaprel	RXNorm
16689	C3538403    	metatensin	RXNorm
16690	C0025592    	metavanadate	RXNorm
16691	C4058352    	metaxall	RXNorm
16692	C0590681    	metazem	RXNorm
16693	C1323212    	metenix	RXNorm
16694	C2983984    	metenkefalin	RXNorm
16695	C0025639    	metenolone	RXNorm
16696	C0025641    	metergoline	RXNorm
16697	C0025603    	methacycline	RXNorm
16698	C0721687    	methadex	RXNorm
16699	C2978479    	methagual	RXNorm
16700	C0066082    	methampicillin	RXNorm
16701	C0025615    	methandriol	RXNorm
16702	C0066101    	methdilazine	RXNorm
16703	C0594373    	methex	RXNorm
16704	C3854797    	methio-form	RXNorm
16705	C1563864    	methitest	RXNorm
16706	C0066139    	methixene	RXNorm
16707	C0771017    	methoserpidine	RXNorm
16708	C0025678    	methotrimeprazine	RXNorm
16709	C0066165    	methoxyphenamine	RXNorm
16710	C4300849    	methoxypropylgluconamide	RXNorm
16711	C0301374    	methscopolamine	RXNorm
16712	C0109002    	methsuximide	RXNorm
16713	C0025696    	methyclothiazide	RXNorm
16714	C4550886    	methyl-alpha-ionone	RXNorm
16715	C0066335    	methylbenzethonium	RXNorm
16716	C0721690    	methylcotol	RXNorm
16717	C1170398    	methylcotolone	RXNorm
16718	C0025744    	methyldopate	RXNorm
16719	C4049990    	methylephedrine	RXNorm
16720	C0025760    	methylergometrine	RXNorm
16721	C0066372    	methyleugenol	RXNorm
16722	C3848532    	methylhomatropine	RXNorm
16723	C1869488    	methylinositol	RXNorm
16724	C0066412    	methylnicotinate	RXNorm
16725	C0025382    	methylphenobarbital	RXNorm
16726	C3255825    	methylpropanediol	RXNorm
16727	C0301374    	methylscopolamine	RXNorm
16728	C3464711    	methylserine	RXNorm
16729	C0025840    	methyprylon	RXNorm
16730	C0025132    	metildigoxin	RXNorm
16731	C0721693    	metimyd	RXNorm
16732	C0886584    	metirosine	RXNorm
16733	C0066139    	metixene	RXNorm
16734	C1602413    	metocloproamide	RXNorm
16735	C0066465    	metocurine	RXNorm
16736	C0025856    	metomidate	RXNorm
16737	C1235671    	metoros	RXNorm
16738	C2722217    	metozolv	RXNorm
16739	C1171460    	metramid	RXNorm
16740	C0025869    	metrizamide	RXNorm
16741	C1588342    	metroclopramide	RXNorm
16742	C1720853    	metrodin	RXNorm
16743	C0721695    	metrogel-vaginal	RXNorm
16744	C0591780    	metrolyl	RXNorm
16745	C1614113    	metronidale	RXNorm
16746	C1588621    	metroprolol	RXNorm
16747	C0731208    	metrotop	RXNorm
16748	C0591781    	metrovex	RXNorm
16749	C0591782    	metrozol	RXNorm
16750	C0721697    	metryl	RXNorm
16751	C1967607    	metvixia	RXNorm
16752	C0066477    	metylperon	RXNorm
16753	C0066485    	mevalonolactone	RXNorm
16754	C0721698    	mexsana	RXNorm
16755	C1330391    	mhp-a	RXNorm
16756	C0128423    	miacalcic	RXNorm
16757	C0721699    	mi-acid	RXNorm
16758	C0286185    	mibefradil	RXNorm
16759	C2722434    	micaderm	RXNorm
16760	C0939381    	micardis-hct	RXNorm
16761	C3666183    	micaved	RXNorm
16762	C0721711    	micomp-pb	RXNorm
16763	C0721713    	micon-80	RXNorm
16764	C2241059    	micort-hc	RXNorm
16765	C0721715    	micrainin	RXNorm
16766	C0702054    	micrhogam	RXNorm
16767	C0721719    	microlipid	RXNorm
16768	C0205756    	micronefrin	RXNorm
16769	C0066520    	micronomicin	RXNorm
16770	C0591785    	micronor.hrt	RXNorm
16771	C1171553    	micturin	RXNorm
16772	C1589805    	midazolan	RXNorm
16773	C0721721    	midchlor	RXNorm
16774	C0066531    	midecamycin	RXNorm
16775	C0721728    	migergot	RXNorm
16776	C0721729    	migquin	RXNorm
16777	C3465268    	migracet	RXNorm
16778	C0721730    	migracet-pb	RXNorm
16779	C1601144    	migralam	RXNorm
16780	C1637822    	migran-a	RXNorm
16781	C0721732    	migrapap	RXNorm
16782	C1654906    	migraten	RXNorm
16783	C0721733    	migratine	RXNorm
16784	C0721734    	migrazone	RXNorm
16785	C1601150    	migrend	RXNorm
16786	C0721735    	migrex	RXNorm
16787	C2927162    	milantex	RXNorm
16788	C1589774    	milbemite	RXNorm
16789	C0721737    	milkinol	RXNorm
16790	C0721738    	milontin	RXNorm
16791	C0066561    	minaprine	RXNorm
16792	C0066562    	minaxolone	RXNorm
16793	C0701227    	minidiab	RXNorm
16794	C2949259    	minidrops	RXNorm
16795	C0721740    	minidyne	RXNorm
16796	C0591804    	minihep	RXNorm
16797	C0590705    	minitran	RXNorm
16798	C0721743    	minizide	RXNorm
16799	C0591809    	minogal	RXNorm
16800	C4519804    	minolira	RXNorm
16801	C0721744    	minotal	RXNorm
16802	C0700007    	mintezol	RXNorm
16803	C0916887    	mintlactone	RXNorm
16804	C0026202    	miocamycin	RXNorm
16805	C0282037    	miochol	RXNorm
16806	C0721749    	miochol-e	RXNorm
16807	C1601202    	miogesic	RXNorm
16808	C1966601    	mi-omega	RXNorm
16809	C0721747    	mio-rel	RXNorm
16810	C0721753    	miradon	RXNorm
16811	C3267948    	miranel	RXNorm
16812	C0066588    	miraxid	RXNorm
16813	C0771660    	miristalkonium	RXNorm
16814	C1589158    	mirtazdine	RXNorm
16815	C0702074    	mitaban	RXNorm
16816	C0026236    	mitobronitol	RXNorm
16817	C0591812    	mitoxana	RXNorm
16818	C0721760    	mitrazol	RXNorm
16819	C0721761    	mitride	RXNorm
16820	C0728729    	mitrolan	RXNorm
16821	C0591813    	mivacron	RXNorm
16822	C0595723    	mizollen	RXNorm
16823	C0721762    	mobidin	RXNorm
16824	C0591815    	modaplate	RXNorm
16825	C3700973    	moderiba	RXNorm
16826	C0591817    	moditen	RXNorm
16827	C0730689    	modrasone	RXNorm
16828	C0591818    	modrenal	RXNorm
16829	C3538412    	moduret	RXNorm
16830	C0066685    	moexipril	RXNorm
16831	C0209137    	moexiprilat	RXNorm
16832	C0066774    	mofebutazone	RXNorm
16833	C0043597    	mofezolac	RXNorm
16834	C0730690    	molcer	RXNorm
16835	C0721773    	mol-iron	RXNorm
16836	C0721774    	mollifene	RXNorm
16837	C0721775    	molypen	RXNorm
16838	C2733638    	momexin	RXNorm
16839	C1815247    	monarc-m	RXNorm
16840	C0878131    	monaspor	RXNorm
16841	C4051314    	mondoxyne	RXNorm
16842	C0876089    	monistat-1	RXNorm
16843	C0306857    	monistat-derm	RXNorm
16844	C0590698    	mono-cedocard	RXNorm
16845	C3497937    	monocete	RXNorm
16846	C0733426    	monocid	RXNorm
16847	C0376176    	monoclate	RXNorm
16848	C0591821    	monoclate-p	RXNorm
16849	C0731571    	monodur	RXNorm
16850	C0721782    	mono-gesic	RXNorm
16851	C0721786    	monojel	RXNorm
16852	C0066770    	monooctanoin	RXNorm
16853	C0876091    	monopril-hct	RXNorm
16854	C0066779    	monosulfiram	RXNorm
16855	C1613015    	montephen	RXNorm
16856	C0205679    	montmorrillonite	RXNorm
16857	C0939386    	monurol	RXNorm
16858	C0721788    	mooredec	RXNorm
16859	C0079856    	moracizine	RXNorm
16860	C0066795    	morazone	RXNorm
16861	C3154127    	morgidox	RXNorm
16862	C0079856    	moricizine	RXNorm
16863	C0066803    	morniflumate	RXNorm
16864	C0066805    	moroxydine	RXNorm
16865	C0526501    	mosapride	RXNorm
16866	C3892964    	motazol	RXNorm
16867	C0721798    	motion-aid	RXNorm
16868	C0721799    	motofen	RXNorm
16869	C0026651    	moxalactam	RXNorm
16870	C0129044    	moxaverine	RXNorm
16871	C2954320    	moxeza	RXNorm
16872	C1170406    	moxilin	RXNorm
16873	C0040108    	moxisylyte	RXNorm
16874	C0721477    	m-oxy	RXNorm
16875	C0721478    	m-phen	RXNorm
16876	C0721479    	m-prednisolone	RXNorm
16877	C1170383    	msp-blu	RXNorm
16878	C0876743    	m.t.e.-4	RXNorm
16879	C0721484    	m.t.e.-5	RXNorm
16880	C0721486    	m.t.e.-6	RXNorm
16881	C0721487    	m.t.e.-7	RXNorm
16882	C0721808    	mucobid-l.a.	RXNorm
16883	C1170408    	muco-fen	RXNorm
16884	C1263585    	mucolex	RXNorm
16885	C0721809    	mucomyst-10	RXNorm
16886	C0721810    	mucomyst-20	RXNorm
16887	C0721811    	mudrane	RXNorm
16888	C0721814    	multe-pak-4	RXNorm
16889	C0721815    	multe-pak-5	RXNorm
16890	C1966160    	multi-delyn	RXNorm
16891	C0721827    	multihistamine-d	RXNorm
16892	C0721838    	multitrace-4	RXNorm
16893	C0721842    	multitrace-5	RXNorm
16894	C0306867    	mumpsvax	RXNorm
16895	C1703694    	muprocin	RXNorm
16896	C1178727    	muripsin	RXNorm
16897	C0721849    	murocel	RXNorm
16898	C0085379    	muromonab-cd3	RXNorm
16899	C0593863    	muscinil	RXNorm
16900	C0917712    	mustargen	RXNorm
16901	C0702051    	mutamycin	RXNorm
16902	C2722440    	mvc-fluoride	RXNorm
16903	C1613030    	mycamine	RXNorm
16904	C0721854    	mycasone	RXNorm
16905	C1330411    	mycelex-3	RXNorm
16906	C0721857    	mycelex-7	RXNorm
16907	C0591835    	mycifradin	RXNorm
16908	C0721860    	myciguent	RXNorm
16909	C3192529    	mycinaire	RXNorm
16910	C0733659    	mycobutin	RXNorm
16911	C0699477    	mycostatin	RXNorm
16912	C2961869    	myco-triacet	RXNorm
16913	C0721868    	mydfrin	RXNorm
16914	C0721869    	mydral	RXNorm
16915	C0730698    	mydrilate	RXNorm
16916	C0700014    	myelobromol	RXNorm
16917	C0721870    	myelo-kit	RXNorm
16918	C0721871    	myfedrine	RXNorm
16919	C0591837    	mygdalon	RXNorm
16920	C0721875    	mygracet	RXNorm
16921	C2949596    	mygrex	RXNorm
16922	C1813657    	myhist-dm	RXNorm
16923	C0701386    	mykrox	RXNorm
16924	C0721877    	mylagel	RXNorm
16925	C0721879    	mylagen	RXNorm
16926	C0721885    	mylaval	RXNorm
16927	C1588934    	mylocaine	RXNorm
16928	C0939392    	mylocel	RXNorm
16929	C0700008    	myochrysine	RXNorm
16930	C1589691    	myocidin	RXNorm
16931	C1170412    	my-o-den	RXNorm
16932	C3244581    	myogesic-cs	RXNorm
16933	C0721897    	myolin	RXNorm
16934	C1588351    	myophen	RXNorm
16935	C3257640    	myorisan	RXNorm
16936	C3154694    	myorx	RXNorm
16937	C3163502    	myoxin	RXNorm
16938	C1703294    	myozyme	RXNorm
16939	C0721901    	myphetapp	RXNorm
16940	C3848606    	myreth-4	RXNorm
16941	C3535893    	myristalkonium	RXNorm
16942	C0163061    	myrtecaine	RXNorm
16943	C2955085    	mysotrol	RXNorm
16944	C1448379    	mytelase	RXNorm
16945	C0721906    	mytussin	RXNorm
16946	C0876102    	nabi-hb	RXNorm
16947	C0067748    	n-acetylmethionine	RXNorm
16948	C0067790    	n-acetyltryptophan	RXNorm
16949	C0067794    	n-acetyltyrosine	RXNorm
16950	C0068353    	nadoxolol	RXNorm
16951	C0721921    	nafazair	RXNorm
16952	C1170414    	nafrinse	RXNorm
16953	C0027329    	nafronyl	RXNorm
16954	C0027330    	nafronyloxalate	RXNorm
16955	C0068366    	naftazone	RXNorm
16956	C0027329    	naftidrofuryl	RXNorm
16957	C0068367    	naftifine	RXNorm
16958	C2740906    	nail-ex	RXNorm
16959	C1704159    	nalacet	RXNorm
16960	C2356179    	naldex	RXNorm
16961	C0721942    	nalfed	RXNorm
16962	C0700739    	nalfon	RXNorm
16963	C0721947    	nallpen	RXNorm
16964	C1589854    	nandrocot	RXNorm
16965	C1588980    	napeoxen	RXNorm
16966	C1601705    	naprofen	RXNorm
16967	C1588977    	naproxrn	RXNorm
16968	C1694883    	narcof	RXNorm
16969	C1601605    	narfarin	RXNorm
16970	C0525803    	naropin	RXNorm
16971	C1735417    	narvox	RXNorm
16972	C0721961    	nasabid	RXNorm
16973	C0721978    	nasalide	RXNorm
16974	C0721979    	nasarel	RXNorm
16975	C1601669    	nasatab	RXNorm
16976	C0721981    	nasatuss	RXNorm
16977	C1588169    	nasex	RXNorm
16978	C1965324    	nasofed	RXNorm
16979	C1965327    	nasohist	RXNorm
16980	C3153283    	nasopen	RXNorm
16981	C3245074    	nasopen-ch	RXNorm
16982	C2962154    	nasosol	RXNorm
16983	C2948196    	nasotuss	RXNorm
16984	C0699515    	natacyn	RXNorm
16985	C0721984    	natafort	RXNorm
16986	C0701389    	natulan	RXNorm
16987	C0701080    	naturetin	RXNorm
16988	C0721999    	naturetin-10	RXNorm
16989	C0722000    	naturetin-5	RXNorm
16990	C2979448    	naus-aid	RXNorm
16991	C3644208    	naus-ease	RXNorm
16992	C1330416    	nava-sc	RXNorm
16993	C0244753    	navoban	RXNorm
16994	C0722003    	navogan	RXNorm
16995	C2364764    	navstel	RXNorm
16996	C0309558    	naxcel	RXNorm
16997	C0592771    	nazo-mist	RXNorm
16998	C4523041    	na-zone	RXNorm
16999	C3883249    	n-butylphthalimide	RXNorm
17000	C0530870    	n-caproylsphingosine	RXNorm
17001	C3282460    	n-cyclohexyl-2-benzothiazosulfenamide	RXNorm
17002	C0067942    	n-dodecane	RXNorm
17003	C0722005    	nebupent	RXNorm
17004	C3191479    	nebusal	RXNorm
17005	C1165268    	nebu-sol	RXNorm
17006	C1589221    	neilfed	RXNorm
17007	C0722011    	nelova	RXNorm
17008	C1619304    	neoasma	RXNorm
17009	C0591852    	neo-bendromax	RXNorm
17010	C0722017    	neo-calglucon	RXNorm
17011	C0722032    	neocidin	RXNorm
17012	C0722033    	neocin	RXNorm
17013	C0722018    	neo-cortef	RXNorm
17014	C0722020    	neo-decadron	RXNorm
17015	C0722022    	neo-dex	RXNorm
17016	C0722023    	neo-dexair	RXNorm
17017	C0722025    	neo-fradin	RXNorm
17018	C0722035    	neofrin	RXNorm
17019	C1170424    	neo-hc	RXNorm
17020	C0772133    	neo-homosalate	RXNorm
17021	C0699286    	neoloid	RXNorm
17022	C1253968    	neo-medrone	RXNorm
17023	C0591855    	neo-naclex	RXNorm
17024	C1262665    	neophryn	RXNorm
17025	C3194729    	neo-polycin	RXNorm
17026	C2370529    	neopolydex	RXNorm
17027	C3858042    	neo-predef	RXNorm
17028	C0722040    	neoptic	RXNorm
17029	C3714951    	neoq10	RXNorm
17030	C0699321    	neosar	RXNorm
17031	C3834221    	neo-synalar	RXNorm
17032	C0722031    	neo-tab	RXNorm
17033	C0722046    	neothylline	RXNorm
17034	C0722047    	neotrace-4	RXNorm
17035	C3192863    	neotuss	RXNorm
17036	C0699096    	neovet	RXNorm
17037	C0722050    	nephramine	RXNorm
17038	C0306965    	nephrocaps	RXNorm
17039	C0722053    	nephro-fer	RXNorm
17040	C0722060    	nephrox	RXNorm
17041	C0722061    	neptazane	RXNorm
17042	C1601296    	nerapamil	RXNorm
17043	C0722063    	nervocaine	RXNorm
17044	C0728958    	nesacaine	RXNorm
17045	C0701399    	netromycin	RXNorm
17046	C0537668    	neumega	RXNorm
17047	C0722069    	neuroforte-r	RXNorm
17048	C3819114    	neutracaine	RXNorm
17049	C2948908    	neutracett	RXNorm
17050	C2725157    	neutragard	RXNorm
17051	C2683702    	neutragel	RXNorm
17052	C2241213    	neutrahist	RXNorm
17053	C3247280    	neutramaxx	RXNorm
17054	C2948775    	neutraphor	RXNorm
17055	C0722072    	neutra-phos	RXNorm
17056	C0722073    	neutra-phos-k	RXNorm
17057	C2683707    	neutrarinse	RXNorm
17058	C0699968    	neutrexin	RXNorm
17059	C4317442    	neverpain	RXNorm
17060	C2725112    	nexavir	RXNorm
17061	C3819087    	nexha	RXNorm
17062	C2955473    	nexiclon	RXNorm
17063	C0722092    	niacor	RXNorm
17064	C0027999    	nialamide	RXNorm
17065	C0068673    	niaprazine	RXNorm
17066	C0028004    	nicarbazin	RXNorm
17067	C2961782    	nicazel	RXNorm
17068	C0721912    	n'ice	RXNorm
17069	C0740132    	niclocide	RXNorm
17070	C0699469    	nico-400	RXNorm
17071	C0770962    	nicoboxil	RXNorm
17072	C0354652    	nicofuranose	RXNorm
17073	C1170431    	nicomide	RXNorm
17074	C1636719    	nicomide-t	RXNorm
17075	C0591861    	niconil	RXNorm
17076	C1636746    	nicorelief	RXNorm
17077	C1170432    	nicosyn	RXNorm
17078	C0722098    	nicotinex	RXNorm
17079	C1256576    	nidazol	RXNorm
17080	C1602470    	nifedpine	RXNorm
17081	C0590668    	nifelease	RXNorm
17082	C0212019    	niferex	RXNorm
17083	C0212018    	niferex-150	RXNorm
17084	C0028070    	nifuratel	RXNorm
17085	C0663378    	nifurpipone	RXNorm
17086	C0068746    	nifurzide	RXNorm
17087	C0593083    	nightcalm	RXNorm
17088	C0699478    	nilstat	RXNorm
17089	C1262626    	nilstim	RXNorm
17090	C0028095    	nimorazole	RXNorm
17091	C1616710    	niravam	RXNorm
17092	C0028116    	nisoldipine	RXNorm
17093	C0591867    	nitoman	RXNorm
17094	C1263596    	nitrados	RXNorm
17095	C0722110    	nitrek	RXNorm
17096	C0028127    	nitrendipine	RXNorm
17097	C0699232    	nitro-bid	RXNorm
17098	C0590706    	nitrocine	RXNorm
17099	C1589885    	nitroclyercin	RXNorm
17100	C0722115    	nitrocot	RXNorm
17101	C0699228    	nitrodisc	RXNorm
17102	C0028157    	nitrofural	RXNorm
17103	C1601286    	nitrofurantin	RXNorm
17104	C1613553    	nitrofuratoin	RXNorm
17105	C0722116    	nitrogard	RXNorm
17106	C0301303    	nitromersol	RXNorm
17107	C0590709    	nitronal	RXNorm
17108	C0699239    	nitrong	RXNorm
17109	C0722113    	nitro-par	RXNorm
17110	C0722119    	nitropress	RXNorm
17111	C0722120    	nitroquick	RXNorm
17112	C1602621    	nitrotab	RXNorm
17113	C0722114    	nitro-time	RXNorm
17114	C2729548    	nitrozone	RXNorm
17115	C4018007    	niva-fol	RXNorm
17116	C0085154    	nizatidine	RXNorm
17117	C1722449    	n-lactoylethanolamine	RXNorm
17118	C3493744    	n-lauroylproline	RXNorm
17119	C0068122    	n-methylephedrine	RXNorm
17120	C0301374    	n-methylscopolamine	RXNorm
17121	C3864825    	nn-bis(2-hydroxyethyl)lactamide	RXNorm
17122	C4018681    	nn-dimethyl-2-octadecanamine	RXNorm
17123	C0058243    	nn-dimethylacetamide	RXNorm
17124	C0388762    	nn-dimethylacrylamide	RXNorm
17125	C3499933    	nn-dimethylglycine	RXNorm
17126	C0067309    	nn'-diphenyl-4-phenylenediamine	RXNorm
17127	C1263598    	noctesed	RXNorm
17128	C3666813    	nodolor	RXNorm
17129	C1612465    	nohist	RXNorm
17130	C2725162    	nohist-pdx	RXNorm
17131	C0307019    	nolahist	RXNorm
17132	C1177006    	noltam	RXNorm
17133	C0702206    	noludar	RXNorm
17134	C0028277    	nomifensine	RXNorm
17135	C1740869    	nomuc-pe	RXNorm
17136	C0040073    	nonathymulin	RXNorm
17137	C1170435    	nonbac	RXNorm
17138	C0068942    	nonivamide	RXNorm
17139	C3255603    	nonoxynol-10	RXNorm
17140	C3255604    	nonoxynol-100	RXNorm
17141	C3256980    	nonoxynol-12	RXNorm
17142	C3883240    	nonoxynol-2	RXNorm
17143	C3255605    	nonoxynol-20	RXNorm
17144	C3255606    	nonoxynol-30	RXNorm
17145	C1509720    	nonoxynol-4	RXNorm
17146	C3499931    	nonoxynol-8	RXNorm
17147	C0132776    	nonoxynol-9	RXNorm
17148	C1170436    	nora-be	RXNorm
17149	C0700018    	norcuron	RXNorm
17150	C4294570    	nordihydroguaiaretate	RXNorm
17151	C0591872    	nordox	RXNorm
17152	C1120952    	norelgestromin	RXNorm
17153	C0028360    	norethynodrel	RXNorm
17154	C0068986    	norfenefrine	RXNorm
17155	C0068988    	norflurane	RXNorm
17156	C0731290    	norgalax	RXNorm
17157	C0731292    	norimode	RXNorm
17158	C0068995    	norinyl	RXNorm
17159	C0701452    	norisodrine	RXNorm
17160	C3819102    	norlyroc	RXNorm
17161	C0592924    	normaloe	RXNorm
17162	C0731294    	normasol	RXNorm
17163	C0069008    	normethadone	RXNorm
17164	C0297267    	normiflo	RXNorm
17165	C1964416    	normlshield	RXNorm
17166	C0600256    	normodyne	RXNorm
17167	C2345761    	normosol-m	RXNorm
17168	C0069013    	normosol-r	RXNorm
17169	C2726965    	norocarp	RXNorm
17170	C2955407    	norocillin	RXNorm
17171	C2939636    	noromycin	RXNorm
17172	C0591881    	norprolac	RXNorm
17173	C3154290    	nortemp	RXNorm
17174	C1965293    	northyx	RXNorm
17175	C1170438    	nortrel	RXNorm
17176	C2938371    	nortuss-nx	RXNorm
17177	C1601957    	norvaxs	RXNorm
17178	C0591882    	norzol	RXNorm
17179	C1612449    	notriptyline	RXNorm
17180	C0722157    	notuss	RXNorm
17181	C2939788    	notuss-nx	RXNorm
17182	C2939789    	notuss-nxd	RXNorm
17183	C0722158    	novacet	RXNorm
17184	C1589083    	novacort	RXNorm
17185	C1619301    	novagesic	RXNorm
17186	C2918735    	novagest	RXNorm
17187	C0722163    	novamine	RXNorm
17188	C1330427    	novasal	RXNorm
17189	C1873807    	novasus	RXNorm
17190	C1450021    	novothyrox	RXNorm
17191	C1602343    	noxene	RXNorm
17192	C0700019    	noxyflex-s	RXNorm
17193	C0028476    	noxythiolin	RXNorm
17194	C0028476    	noxytiolin	RXNorm
17195	C0721918    	np-27	RXNorm
17196	C0721915    	n.t.a.	RXNorm
17197	C3848597    	n-tert-octylacrylamide	RXNorm
17198	C0722176    	nucochem	RXNorm
17199	C0722179    	nucodine	RXNorm
17200	C0722182    	nucofed	RXNorm
17201	C2356733    	nucotuss	RXNorm
17202	C3154271    	nulecit	RXNorm
17203	C0939414    	nulev	RXNorm
17204	C0083807    	nulytely	RXNorm
17205	C4080335    	numfast	RXNorm
17206	C2341068    	numonyl	RXNorm
17207	C0733819    	numorphan	RXNorm
17208	C1263579    	numotac	RXNorm
17209	C3249656    	numotizine	RXNorm
17210	C1638292    	nuox	RXNorm
17211	C0133255    	nuromax	RXNorm
17212	C0699398    	nutracort	RXNorm
17213	C1636726    	nutradrops	RXNorm
17214	C3505584    	nutralox	RXNorm
17215	C0722190    	nutr-e-sol	RXNorm
17216	C1880990    	nutrestore	RXNorm
17217	C4020190    	nutrilipid	RXNorm
17218	C0722194    	nutrilyte	RXNorm
17219	C1589616    	nutri-twelve	RXNorm
17220	C3892971    	nuvessa	RXNorm
17221	C2963035    	nuzole	RXNorm
17222	C0633017    	n-valyltryptophan	RXNorm
17223	C1613605    	nyamyc	RXNorm
17224	C0591891    	nycopren	RXNorm
17225	C1879014    	nydamax	RXNorm
17226	C0950297    	nydrane	RXNorm
17227	C0028735    	nylidrin	RXNorm
17228	C0617551    	nystaform-hc	RXNorm
17229	C0592550    	nystamont	RXNorm
17230	C1263219    	nystavescent	RXNorm
17231	C0699474    	nystex	RXNorm
17232	C2961894    	nyst-olone	RXNorm
17233	C1700074    	ny-tannic	RXNorm
17234	C1170454    	oaklide	RXNorm
17235	C0045894    	o-aminophenol	RXNorm
17236	C4535290    	o-anisaldehyde	RXNorm
17237	C0722210    	obenix	RXNorm
17238	C0722212    	obezine	RXNorm
17239	C0086728    	obidoxime	RXNorm
17240	C3871582    	obredon	RXNorm
17241	C0722214    	oby-cap	RXNorm
17242	C0722215    	oby-trim	RXNorm
17243	C1588348    	ocatmide	RXNorm
17244	C0307097    	occlusal-hp	RXNorm
17245	C0069316    	octadecane	RXNorm
17246	C3531670    	octadecene	RXNorm
17247	C3645276    	octadecenedioate	RXNorm
17248	C1743856    	octadecyltrimethylammonium	RXNorm
17249	C3883271    	octanediol	RXNorm
17250	C0046404    	octhilinone	RXNorm
17251	C0949345    	octocaine	RXNorm
17252	C0772192    	octodrine	RXNorm
17253	C1572766    	octoxynol-1	RXNorm
17254	C4074326    	octoxynol-11	RXNorm
17255	C3256705    	octoxynol-40	RXNorm
17256	C0982298    	octoxynol-5	RXNorm
17257	C0133689    	octoxynol-9	RXNorm
17258	C0722217    	octycine	RXNorm
17259	C0722218    	octycine-100	RXNorm
17260	C0722219    	octycine-250	RXNorm
17261	C3256706    	octyldecanol	RXNorm
17262	C4084106    	octyldodeceth-16	RXNorm
17263	C0069370    	octylonium	RXNorm
17264	C1741925    	octyltriethoxysilane	RXNorm
17265	C1170471    	ocu-caine	RXNorm
17266	C0722220    	ocu-carpine	RXNorm
17267	C1170457    	ocu-chlor	RXNorm
17268	C0722224    	ocuclear	RXNorm
17269	C0733484    	ocucoat	RXNorm
17270	C0722221    	ocu-cort	RXNorm
17271	C1170458    	ocu-dex	RXNorm
17272	C3154095    	ocudox	RXNorm
17273	C0307101    	ocufen	RXNorm
17274	C3500617    	ocuflush	RXNorm
17275	C0722227    	ocuhist	RXNorm
17276	C0722228    	ocumycin	RXNorm
17277	C1170460    	ocu-mycin	RXNorm
17278	C1170461    	ocu-pentolate	RXNorm
17279	C1170462    	ocu-phrin	RXNorm
17280	C1170463    	ocu-pred	RXNorm
17281	C1170465    	ocu-pred-a	RXNorm
17282	C0722229    	ocupress	RXNorm
17283	C2961516    	ocusan	RXNorm
17284	C1171282    	ocu-spore-b	RXNorm
17285	C1171283    	ocu-spore-g	RXNorm
17286	C2927749    	ocu-sul	RXNorm
17287	C0722231    	ocusulf-10	RXNorm
17288	C1170469    	ocu-tracin	RXNorm
17289	C0722232    	ocutricin	RXNorm
17290	C1171284    	ocu-trol	RXNorm
17291	C1170470    	ocu-tropic	RXNorm
17292	C0722223    	ocu-tropine	RXNorm
17293	C1170472    	ocu-zoline	RXNorm
17294	C1743069    	o-cymen-5-ol	RXNorm
17295	C0591901    	oestrifen	RXNorm
17296	C0722235    	off-eazy	RXNorm
17297	C2726870    	oforta	RXNorm
17298	C2365117    	oftasceine	RXNorm
17299	C0028923    	oleandomycin	RXNorm
17300	C3535852    	oleanolate	RXNorm
17301	C3256713    	oleth-10	RXNorm
17302	C4256819    	oleth-12	RXNorm
17303	C0982302    	oleth-2	RXNorm
17304	C3256714    	oleth-20	RXNorm
17305	C3883244    	oleth-25	RXNorm
17306	C3505678    	oleth-3	RXNorm
17307	C0669024    	oleth-3-phosphate	RXNorm
17308	C0669026    	oleth-5	RXNorm
17309	C0377344    	oleylamide	RXNorm
17310	C4518989    	oligopeptide-10	RXNorm
17311	C3834223    	olioactiv	RXNorm
17312	C0069454    	olsalazine	RXNorm
17313	C3464408    	omeclamox-pak	RXNorm
17314	C2756155    	omesec	RXNorm
17315	C0245375    	omnihib	RXNorm
17316	C1564170    	omnii-gel	RXNorm
17317	C0939644    	omni-pac	RXNorm
17318	C0722251    	omnipen-n	RXNorm
17319	C0028982    	omnopon	RXNorm
17320	C0069488    	omoconazole	RXNorm
17321	C3832798    	omtryg	RXNorm
17322	C0591904    	oncovin	RXNorm
17323	C3154656    	ongo-fin	RXNorm
17324	C3249439    	onmel	RXNorm
17325	C2718505    	onsolis	RXNorm
17326	C0939420    	onxol	RXNorm
17327	C0722265    	ony-clear	RXNorm
17328	C0740066    	operidine	RXNorm
17329	C0087870    	o-phenanthroline	RXNorm
17330	C0701338    	ophthaine	RXNorm
17331	C0028752    	o-phthalaldehyde	RXNorm
17332	C0133997    	ophthetic	RXNorm
17333	C0307117    	ophthocort	RXNorm
17334	C0591908    	opilon	RXNorm
17335	C0029105    	opipramol	RXNorm
17336	C0537670    	oprelvekin	RXNorm
17337	C0591909    	oprisine	RXNorm
17338	C1711699    	optase	RXNorm
17339	C1648702    	opticaine	RXNorm
17340	C0722270    	opticyl	RXNorm
17341	C3205214    	optiflex-c	RXNorm
17342	C0722271    	optigene	RXNorm
